school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Accounting(co-op),"If you’ve set your sights on a professional accounting or financial management career, this program will help you achieve your goal.",6 sem,60,6,,,6,6,6,6,"7,8,9,10,20",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Accounting(Academic),Option to acquire a Chartered Professional Accountant (CPA) designation via diploma articulation to a qualifying degree program recognized by CPA Ontario.,6 sem,60,6,,,6,6,6,6,"7,8,9,10,20",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Intrernational Business,"The Business Administration-International Business program has great benefits. It opens your mind and helps you plan out your future not only as an employee but also as an entrepreneur or investor.

",6 sem,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Marketing(co-op),Graduates of this program have the opportunity to earn a Bachelor of Commerce degree or a Bachelor of Business Administration,6 sem,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Operations Management(co-op),"Graduates can pursue professional status through associations such as the Supply Chain Management Association and APICS, a professional association for supply chain and operations management.",6 sem,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business-General,The program allows students the flexibility to design a customized program to meet their career goals.,4 sem ,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business-International Business,"The professors in the International Business program all have extensive experience in the field, and this has added value to the classroom content and complemented the classroom studies perfectly.",4 sem ,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Businees-Sales&Marketing,"highly competitive sales and marketing industry, this program is the No. 1 choice. The education is one of a kind-education that is sure to set you apart.",4 sem ,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Law Clerk (co-op),The Law Clerk Co-op Diploma can take you in many different avenues and seems to always be an asset. The attention to detail that you must have with this course can be carried over to many different fields and employers love it.,4 sem ,60,6,,,6,6,6,6,"7,8,9,10,11",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Office Administration-Executive(co-op),This program offers advanced standing (2nd year entry) to NC graduates of the Office Administration-General program and graduates of other Accredited ,4 sem ,60,6,,,6,6,6,6,"7,8,9,10",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Office Administration-General,Comprehensive computer training prepares students for the Microsoft Application Specialist certification.,2 sem ,60,6,,,6,6,6,6,"7,8,9,10",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Office Administration-Health Services,This program offers advanced standing to NC graduates of the Office Administration ,4 sem ,60,6,,,6,6,6,6,"7,8,9,10,16",23,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Sport Management,"From minor sports associations to professional sport organizations, these groups have an increasing role in the social, physical and economic health of our economy and have created a demand for qualified individuals to support their development and growth.",6 sem,60,6,,,6,6,6,6,"7,8,9,10",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Civil Engineering Technician,"Gain broad knowledge and hands-on, experiential learning in computer-aided drafting applications, lab testing, structural design, geotechnical analysis, project management, and more.",4 sem ,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Civil Engineering Technology,Program is nationally accredited by Technology Accreditation Canada.,6 sem,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Carpentry & Renovation Techniques,"Gain knowledge of building construction, tools and techniques, surveying and building layout, building codes, health and safety, residential estimating, and more.",2 sem ,60,6,,,6,6,6,6,"1,2,3",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Electrical Techniques,"Employers indicate that over 17% of the 75,000 existing workforce will be eligible for retirement in the next five years, and 37% of the workforce will be eligible by 2014. Based on retirement estimates, the sector will need 9,000 people in technical positions in the next five years. (…)",2 sem ,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Electrical Engg. Technician,"As an electrical engineering technician, you work closely with engineers on the design and development of the innovative technology used for communications, power systems, computers and monitoring systems in a wide variety of fields.",4 sem ,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Electrical Engg. Technology(co-op),"As an Electrical Engineering Technology program graduate, you are able to respond to the growing need for faster, smarter and more energy efficient power electronic systems across many industries.",6 sem,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Electonics Engg. Technician,"As an electrical engineering technician, you work closely with engineers on the design and development of the innovative technology used for communications, power systems, computers and monitoring systems in a wide variety of fields.",4 sem ,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Electronics Engg. Technology(co-op),"As an Electronics Engineering Technology graduate, you solve complex technical problems in areas of fibre optics, systems control, telecommunications and wireless communications.",6 sem,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Mechanical Engg. Technician,"Mechanical Engineering Technologists learn to work independently in the design, development, maintenance and testing of equipment and technologies. The program focuses on design and manufacturing with components of robotics and industrial controls-exactly what modern manufacturers are looking for in graduates and new employees.",4 sem ,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Mechanical Engg. Technology(co-op),"Mechanical Engineering Technologists learn to work independently in the design, development, maintenance and testing of equipment and technologies. The program focuses on design and manufacturing with components of robotics and industrial controls-exactly what modern manufacturers are looking for in graduates and new employees.",6 sem,60,6,,,6,6,6,6,"1,2",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Motive Power Technician-Automotive(co-op),"As a motive power technician with a focus on automotive, you can choose to operate your own automotive shop or work as an automotive service technician or parts manager at an automotive body shop or commercial dealership.",4 sem ,60,6,,,6,6,6,6,"1,2,3,4",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Motive Power Techniques-Automotive,"Graduates who register as Automotive Service Technician apprentices can challenge the level one exam, which can shorten their apprentice training time",2 sem ,60,6,,,6,6,6,6,"1,2,3,4",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Photonics Engg Technician,"The Niagara photonics program offers the tools needed to help prepare students to be successful in this field. Combined with theoretical lectures and hands-on training with lasers, optics and vacuum technologies, the photonics program gives every student invaluable learning experiences that are not offered anywhere else.",4 sem ,60,6,,,6,6,6,6,"1,2,5",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Photonics Engg Technology,"s a photonics engineering technician, you possess the skills to build, install, test and maintain optical or fibre optic equipment, including lasers, to create innovative devices for use in the manufacturing, medicine, and telecommunications industries.",6 sem,60,6,,,6,6,6,6,"1,2,5",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Welding Technician,"As a welding technician, you work closely with engineers, are skilled at determining the cutting, fitting and welding sequence, and have a thorough understanding of manufacturing codes and standards across a wide variety of industries.",4 sem ,60,6,,,6,6,6,6,"1,2,3",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Welding Techniques,"As a welder, you are well equipped to fuse metal together using a variety of advanced welding techniques with careful precision.",2 sem ,60,6,,,6,6,6,6,"1,2,3",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Environmental Technician-Fiels & Laboratory(co-op),"As an Environmental Technician you work in the field and lab to protect and preserve environmental wetlands, water supplies and other natural habitats.",4 sem ,60,6,,,6,6,6,6,5,24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Greenhouse Technician(Academic),"As a Greenhouse Technician, you have a strong understanding of balanced plant environment, pest management technology and labour management policies and the ability to successfully manage a greenhouse or nursery.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Greenhouse Technician(co-op),"As a Greenhouse Technician, you have a strong understanding of balanced plant environment, pest management technology and labour management policies and the ability to successfully manage a greenhouse or nursery.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Horticulture Technician(Academic),"As a horticultural technician, you are focused on sustainable growing techniques, care and maintenance and committed to protecting biodiversity in nature.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Horticulture Technician(co-op),"As a horticultural technician, you are focused on sustainable growing techniques, care and maintenance and committed to protecting biodiversity in nature.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Landscape Horticulture techniques,As a Landscape Horticulture Techniques graduate you are in high demand from a $7-billion industry with a growth rate of 14 per cent per year and a serious shortage of horticulturalists.,2 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Landscape Technician(Academic),"As a landscape technician, you are well-equipped to plan, design and develop beautiful and sustainable landscapes for residential and commercial clients.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Landscape Technician(co-op),"As a landscape technician, you are well-equipped to plan, design and develop beautiful and sustainable landscapes for residential and commercial clients.",4 sem ,60,6,,,6,6,6,6,5,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Renewable Energies Technician,"Whether it be wind, solar, or geothermal, the Renewable Energies industry is still so young and in its early stages. Niagara College has done a fantastic job meeting the need for workers in this industry with the Renewable Energies Technician Program. But what makes the program so successful is the caring faculty behind it all. The Renewable Energies Technician program has led me to an exciting career in the Wind Industry, where I use the skills and knowledge learned in the program.",4 sem ,60,6,,,6,6,6,6,"3,5",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Renovation Technician-Construction(co-op),Steady growth in the renovation sector now represents over half of residential activity. Growth in Ontario is the strongest in Canada with strong employment gains concentrated in full-time jobs.,4 sem ,60,6,,,6,6,6,6,"1,2,3",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Baking & Pastry Arts,"As a baking and pastry chef, you are a patient and detail-oriented visionary who creates breads, cakes, cookies and pastries and is ready to meet the demand for qualified bakers in Canada’s thriving hospitality industry.

",2 sem ,60,6,,,6,6,6,6,6,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Brewmaster & Brewery Operations Management,"As a graduate of Canada’s first Brewmaster and Brewery Operations Management program, you are ready to be at the forefront of the ever-expanding brewery, microbrewery and brewpub industries.",4 sem ,60,6,,,6,6,6,6,6,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Business Administration-Professional Golf Management(co-op),"Golf is so much more than a game.  Golf is a $19.7 billion industry that accounts for over 300,000 jobs in Canada.  Careers in the golf industry not only include sport-related functions such as course management, pro-shop operations, equipment fitting and maintenance, and turf management",6 sem,60,6,,,6,6,6,6,"7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Culinary Innovation & food technology(co-op),Food Science and Culinary Arts need to be linked to progress the development of food product in our country. A program like this helps bridge the gap between these two disciplines and makes the graduate a valuable asset to our industry.,6 sem,60,6,,,6,6,6,6,"6,5",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,3 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Culinary Management(co-op),"As a Culinary Management graduate, you are skilled in the art of food preparation and presentation and apply advanced food theories and kitchen management techniques to ensure a safe and healthy kitchen environment.",4 sem ,60,6,,,6,6,6,6,"6,8",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
