school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Biostatistics,"In this program, you’ll take the same core courses as Statistics students, but with the addition of specialized upper-year courses designed specifically for Biostatistics students. In addition to math courses, you'll take courses in health studies, including health policy, health informatics, and management.",8 sem ,60,6,,,6,6,6,6,5,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Biotechnology/Chartered Professional Accountancy,"In the world of biotech, specialists who can understand both spreadsheets and gene sequencing are a hot commodity. Enroll in the only accountancy program in Canada that combines biotechnology and accounting, plus paid co-op work terms.",8 sem ,60,6,,,6,6,6,6,16,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Biotechnology/Economics,"In Biotechnology/Economics, you’ll immerse yourself in the science of biotech with labs and lectures in the Faculty of Science. You’ll complement that with courses in economics, business, and accounting.",8 sem ,60,6,,,6,6,6,6,16,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree,"Down the road at nearby Wilfrid Laurier University, you’ll study all the business basics: finance, accounting, marketing, organizational behaviour, business communication, law, human resource management, and business policy.",8 sem ,60,6,,,6,6,6,6,"1,2,5",3,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree,"You'll graduate with 2 prestigious degrees: a Bachelor of Mathematics (BMath) from Waterloo and a Bachelor of Business Administration (BBA) from Laurier. Together, they give your résumé an enviable edge that will impress employers and prepare you to make your mark as a trader, analyst, executive, or entrepreneur.",8 sem ,60,6,,,6,6,6,6,"1,2,7",3,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Chemical Engineering,"You’ll develop expertise in chemistry and materials science — plus you’ll learn the systems analysis skills to design, implement, and manage processes from start to finish.",8 sem ,60,6,,,6,6,6,6,"1,2",23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Chemistry,"When you graduate, you’ll be eligible to get your professional chemist membership from the Chemical Institute of Canada — and be ready to create the future of fuels, plastics, drugs, foods, and other consumer products.",8 sem ,60,6,,,6,6,6,6,5,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Civil Engineering,"This is a degree with lots of flexibility. Once you’ve completed your foundational courses, you can choose from a wide variety of technical electives in structural, transportation, geotechnical, and water/environmental engineering.",8 sem ,60,6,,,6,6,6,6,"1,2",24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Classical Studies,"Discover the enduring ideas of greats like Socrates, Plato, and Aristotle. Master enough ancient Greek and Latin to study classic texts in their original language. Explore the many facets of antiquity: from history, religion, and philosophy to art, science, and technology.",8 sem ,60,6,,,6,6,6,6,6,2,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Combinatorics and Optimization,"Combinatorics looks at permutations and combinations. Optimization explores ways to make any operation work more efficiently within given constraints. Together, they provide powerful methods for modelling and solving large management problems, from optimizing flight schedules to making a factory’s layout as efficient as possible.",8 sem ,60,6,,,6,6,6,6,16,2,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Computational Mathematics,"In Computational Mathematics you’ll learn to analyze data sets, formulae, and images in ways that help us understand the world around us and predict and influence the future.",8 sem ,60,6,,,6,6,6,6,5,24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Computer Engineering,"Between labs and lectures, you'll gain experience with all aspects of computers, from chips and wiring to software, networks, and communications. Meanwhile, your co-op terms will give you 2 years of paid work experience.",8 sem ,60,6,,,6,6,6,6,"1,2",24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Computer Science,Your degree is your ticket to career success. Our graduates go on to work in leading technology companies and at top universities around the world.,8 sem ,60,6,,,6,6,6,6,"1,2,5",24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Computing and Financial Management,"Study in 2 of Waterloo’s powerhouse institutions. In the School of Accounting and Finance, you’ll learn sophisticated concepts of modern financial management. In the David R. Cheriton School of Computer Science, you’ll acquire the skills to develop and maintain financial software.",8 sem ,60,6,,,6,6,6,6,"7,8,9,10,20",24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Data Science,"You’ll complement your core courses in statistics, mathematics, and computer science with a range of electives from many of Waterloo’s 100 subject areas. When you graduate, you’ll have the skills and knowledge to help governments and businesses make better decisions and smarter strategies.",8 sem ,60,6,,,6,6,6,6,5,24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Earth Sciences,"When you graduate, you’ll be eligible for a Professional Geoscientist designation — and be ready to develop meaningful environmental protection plans, predict natural disasters, advance health standards for water, and more.",8 sem ,60,6,,,6,6,6,6,5,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Economics,"In first year, you’ll cover the fundamentals of micro- and macro-economics. In upper years, you can analyze how those principles play out in a wide range of sectors, including public policy, labour economics, health economics, finance, sport, and more.",8 sem ,60,6,,,6,6,6,6,"7,8,9,10",3,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Electrical Engineering,"You’ll study the fundamentals of electromagnetism, circuits, algorithms, and instrumentation. You'll also gain hands-on experience starting right in first year, thanks to paid co-op work terms and some of the best electrical engineering student labs in North America.",8 sem ,60,6,,,6,6,6,6,"1,2",24,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,"Environment, Resources and Sustainability","Whether you choose the regular or co-op stream, you’ll get plenty of hands-on experience through case studies, field trips, and community projects. In your final year, you’ll work one-on-one with a professor on a research project of your choice.",8 sem ,60,6,,,6,6,6,6,"1,2",23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Environmental Engineering,"Canada’s largest Environmental Engineering program gives you the technical rigour of an engineering degree combined with scientific know-how and environmental insights. You’ll take courses in engineering, chemistry, biology, geology, and more, drawing on that broad base of knowledge to tackle water, soil, and air pollution.",8 sem ,60,6,,,6,6,6,6,"1,2",23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Environmental Science,"Specialize in Ecology and study the relationship between plants, animals, and their environment. Go the Geoscience route and probe the environmental impact of cities, agriculture, industry, and mining. Or specialize in Water Science and be a part of the global solution to planet-wide water issues.",8 sem ,60,6,,,6,6,6,6,5,23,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
The University of Waterloo,"The institution was established on 1 July 1957 as the Waterloo College Associate Faculties, a semi-autonomous entity of Waterloo College, then an affiliate of the University of Western Ontario.[13] This entity formally separated from Waterloo College and was incorporated as a university with the passage of the University of Waterloo Act by the Legislative Assembly of Ontario in 1959.[14] It was established to fill the need to train engineers and technicians for Canada's growing postwar economy. It grew substantially over the next decade, adding a faculty of arts in 1960, and the College of Optometry of Ontario (now the School of Optometry and Vision Science), which moved from Toronto in 1967.[14]","200 University Ave W, Waterloo, ON N2L 3G1, Canada",Canada,"2,5",36000,1000,yes,yes,yes,yes,yes,,1956,Fine Arts,"It’s excellent preparation for a career as an art historian, educator, librarian, or gallery/museum administrator. You can even gain practical experience with a 36-hour internship at a local arts institution.",8 sem ,60,6,,,6,6,6,6,6,2,2150,100,9125,11000,CAD,7 days,"1,5,9",,4 year,,,,,,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Acting for Film TV & the Theatre,"The acting program applies the Stanislavski Method to blend film and television acting with the critical foundations of stage technique. The program is taught by a faculty of acclaimed actors, with credits including The Handmaid’s Tale, American Gods, Orphan Black and Taken. You will explore artistic, technical and business areas of acting, through practical, hands-on training. From movement to voice and improvisation, you will learn the foundations of acting for the camera and stage, as well as the skills for voice-over, screenwriting, pitching, producing, directing, video editing, auditioning and career management.",6 sem,55,6,,,6,6,6,6,"6,21",2,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Film Production,"The program offers an intensive, behind-the-scenes education that covers all areas of filmmaking. You will experience every phase of pre-production, production and post-production while learning from industry-active filmmakers with projects such as Beauty and the Beast, Black Panther, The Shape of Water and Star Trek Beyond to their credit. The program covers various aspects of filmmaking, including writing and analyzing screenplays, developing storyboards, creating shot lists and preparing budgets and schedules. You will learn to shoot, direct, block, light scenes and capture audio, as well as assemble, cut and manipulate footage.",6 sem,55,6,,,6,6,6,6,"6,21",2,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Writing for Film & TV,"The writing program is designed to replicate the process and environment of the film and television industry. Our faculty of renowned writers, with credits such as Mr. D, Frontier, Inspector Gadget and Sneaky Pete, add more insights and credibility to the industry-like environment. Classes are styled after industry writing rooms and feature table-reads, on-set show-running and industry-standard editing software. You will learn how to pitch, write, produce and edit for all formats of film and television, and have the unique opportunity to bring your original scripts to life as film and television productions.",6 sem,55,6,,,6,6,6,6,"6,21",2,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Fashion Design,"Learn how to take a design from concept through to finished product and onto the runway. You will explore the entire design process with acclaimed designers who have designed for Canada Goose, Toronto Fashion Week, Esprit, Joe Fresh and Hudson’s Bay. Gain a deeper understanding of sketching, draping, sewing, computer illustration and patternmaking as you prepare for the business of fashion, including marketing and building industry recognition. Exhibit your collection at Toronto Film School’s fashion show and graduate with a portfolio showcasing your design vision and finished collection",6 sem,55,6,,,6,6,6,6,"6,21",2,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Marketing for Fashion & Entertainment,"The program blends fashion and marketing across the entertainment industry. You will learn from a faculty of industry-active professionals with brands such as Esprit, Sporting Life, E Canada, Hudson’s Bay and Style at Home on their resume. The program deep dives into the principles of fashion marketing, brand management, merchandising, trend forecasting, visual merchandising and fashion buying. With field trips to fashion showrooms, retailers, public events, and design studios, you will get a behind-the-scenes perspective on the inner workings of the fashion and entertainment industries.",6 sem,55,6,,,6,6,6,6,8,3,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Video Game Design & Animation,"From concept through to development, you will explore the entire 2D and 3D game production process with a faculty of active creators with games such as Red Dead Redemption 2, GTA 5, GTA 4, and Max Payne 3 to their credit. Modelled on the collaborative environments of the video game industry, you will design and produce mid-large scale games with peer artists. You will learn how to create artwork and animation, compose audio effect and music, and develop production and business plans. You will graduate with a robust portfolio showcasing your creative and business expertise.",6 sem,55,6,,,6,6,6,6,"6,21",24,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto Film School,"Toronto Film School is a for-profit post-secondary institution based in Toronto, Ontario, Canada. The school offers creative diploma programs in the areas of film, entertainment, fashion, design, and video games","1835 Yonge St, Toronto, ON M4S 1X8, Canada",Canada,"1,4",3000,500,yes,no,yes,yes,yes,,2005,Video Game Design & Development,"From concept through to production, you will learn the entire game creation process from a faculty of active creators with games such as Red Dead Redemption 2, Asteroids, GTA 4 and Max Payne 3 to their credit. In environments replicating the industry, you will explore all areas of video game design and programming for mobile, PC, web and console. You will get a deeper understanding of programming, game design, interface development, production, audio and sound, as well as business plans and commercial strategies. You will graduate with a diverse portfolio of video games that showcase your industry-ready skills.",6 sem,55,6,,,6,6,6,6,"6,21",24,1890,100,3908,11000,CAD,7 days,"1,4,7,10",,3 year,"2,1",Overall 6 Not less then 5.5 is also accepteble in 3 module,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
